id;full_code;section_code;section_name;subsection_code;subsection_name;equipment_type;item_name
2548;2.19.12;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);19;Кабинет видео-конференц-связи и дистанционного обучения;Дополнительное;Центральный блок (видеокодек) по кодированию/декодированию аудио- и видеосигнала
2549;2.19.13;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);19;Кабинет видео-конференц-связи и дистанционного обучения;Дополнительное;Роботизированная камера со встроенным электромеханическим приводом, который позволяет дистанционно управлять направлением взгляда объектива
2550;2.19.14;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);19;Кабинет видео-конференц-связи и дистанционного обучения;Дополнительное;Выносной высокочувствительный микрофон
2551;2.19.15;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);19;Кабинет видео-конференц-связи и дистанционного обучения;Дополнительное;Документ-камера
2552;2.19.16;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);19;Кабинет видео-конференц-связи и дистанционного обучения;Дополнительное;Пульт делегата
2553;2.19.17;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);19;Кабинет видео-конференц-связи и дистанционного обучения;Дополнительное;Пульт председателя
2554;2.19.18;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);19;Кабинет видео-конференц-связи и дистанционного обучения;Дополнительное;Системы голосования
2555;2.19.19;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);19;Кабинет видео-конференц-связи и дистанционного обучения;Дополнительное;Программный сервер видео-конференц-связи
2556;2.19.20;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);19;Кабинет видео-конференц-связи и дистанционного обучения;Дополнительное;Терминал видео-конференц-связи
2557;2.19.21;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);19;Кабинет видео-конференц-связи и дистанционного обучения;Дополнительное;Видео-конференц-система
2558;2.19.22;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);19;Кабинет видео-конференц-связи и дистанционного обучения;Дополнительное;Видеотелефон
2559;2.20.1;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Стол для швейного оборудования
2560;2.20.2;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Табурет рабочий (винтовой механизм регулировки высоты сиденья)
2561;2.20.3;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Специальный стол для черчения, выкроек и раскроя больших размеров
2562;2.20.4;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Диэлектрический коврик
2563;2.20.5;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Огнетушитель
2564;2.20.6;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Дополнительное;Планшетный компьютер (лицензионное программное обеспечение, образовательный контент, система защиты от вредоносной информации)
2565;2.20.7;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Коллекция по волокнам и тканям
2566;2.20.8;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Доска гладильная
2567;2.20.9;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Машина швейная (с возможностью создания прямых и зигзагообразных строчек)
2568;2.20.10;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Шпуля для швейной машины
2569;2.20.11;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Набор игл для швейной машины
2570;2.20.12;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Ножницы закройные
2571;2.20.13;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Ножницы универсальные
2572;2.20.14;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Утюг с пароувлажнителем
2573;2.20.15;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Манекен женский с подставкой
2574;2.20.16;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Зеркало для примерок травмобезопасное
2575;2.20.17;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Дополнительное;Ножницы для резки ткани зигзагом (ножницы зигзаг)
2576;2.20.18;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Дополнительное;Машина швейно-вышивальная
2577;2.20.19;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Дополнительное;Комплект для вышивания
2578;2.20.20;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Дополнительное;Оверлок
2579;2.20.21;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Дополнительное;Воск портновский
2580;2.20.22;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Дополнительное;Ширма примерочная
2581;2.20.23;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Мебель кухонная (столы с гигиеническим покрытием, шкаф для хранения посуды, сушка для посуды, двухгнездная моечная раковина)
2582;2.20.24;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Стол обеденный с гигиеническим покрытием
2583;2.20.25;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Табурет обеденный
2584;2.20.26;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Санитарно-пищевая экспресс-лаборатория
2585;2.20.27;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Электроплита с духовкой
2586;2.20.28;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Вытяжка
2587;2.20.29;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Холодильный шкаф
2588;2.22.30;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);22;Часть 2. Профильный медико-биологический класс;Основное;Микроволновая печь
2589;2.20.31;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Миксер
2590;2.20.32;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Блендер
2591;2.20.33;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Чайник электрический
2592;2.20.34;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Весы настольные электронные кухонные
2593;2.20.35;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Комплект столовых приборов
2594;2.20.36;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Набор кухонных ножей
2595;2.20.37;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Набор разделочных досок
2596;2.20.38;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Набор посуды для приготовления пищи
2597;2.20.39;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Набор приборов для приготовления пищи
2598;2.20.40;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Тарелки для первых и вторых блюд
2599;2.20.41;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Чашки с блюдцами/кружки
2600;2.20.42;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Стакан мерный для сыпучих продуктов и жидкостей
2601;2.20.43;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Терка
2602;2.20.44;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Бачки-урны с крышками для пищевых отходов
2603;2.20.45;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Фартук для готовки + головной убор
2604;2.20.46;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Дополнительное;Мясорубка электрическая
2605;2.20.47;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Верстак ученический комбинированный с тисками и струбциной, с защитным экраном и табуретом
2606;2.20.48;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Стол металлический под станок
2607;2.20.49;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Диэлектрический коврик
2608;2.20.50;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Подставка для ног
2609;2.20.51;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Тумба металлическая для инструмента
2610;2.20.52;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Аптечка универсальная для оказания первой медицинской помощи
2611;2.20.53;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Огнетушитель
2612;2.20.54;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Дополнительное;Верстак ученический столярный с тисками слесарными, защитным экраном, столярным прижимом и табуретом
2613;2.20.55;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Интерактивная доска (с потолочным проектором с ультракоротким фокусом с креплением в комплекте, программное обеспечение)/интерактивная панель (программное обеспечение в комплекте)
2614;2.20.56;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Станок заточный многофункциональный
2615;2.20.57;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Станок сверлильный с оснасткой
2616;2.20.58;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Станок токарный по металлу, оснащенный щитком-экраном из оргстекла
2617;2.20.59;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Ручная фрезерная машина
2618;2.20.60;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Станок токарный деревообрабатывающий, оснащенный щитком-экраном из оргстекла
2619;2.20.61;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Станок токарный с числовым программным управлением, оснащенный щитком-экраном из оргстекла
2620;2.20.62;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Вертикально фрезерный станок, оснащенный щитком-экраном из оргстекла
2621;2.20.63;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Фрезерно-гравировальный станок с числовым программным управлением, оснащенный щитком-экраном из оргстекла
2622;2.20.64;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Углошлифовальная машина
2623;2.20.65;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Дополнительное;Станок фрезерный с числовым программным управлением, оснащенный щитком-экраном из оргстекла
2624;2.20.66;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Дополнительное;Станок лазерной резки
2625;2.20.67;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Дополнительное;Станок лазерно-гравировальный CO2 настольный первого класса лазерной безопасности
2626;2.20.68;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Дополнительное;Шлифмашина ленточная
2627;2.20.69;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Дополнительное;Конструктор модульных станков для работы по металлу
2628;2.20.70;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Дополнительное;Ресурсный набор к конструктору модульных станков
2629;2.20.71;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Штангенциркуль
2630;2.20.72;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Электродрель аккумуляторная
2631;2.20.73;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Шуруповерт аккумуляторный
2632;2.20.74;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Электроудлинитель
2633;2.20.75;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Очки защитные
2634;2.20.76;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Щиток защитный лицевой
2635;2.20.77;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Электропаяльник
2636;2.20.78;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Комплект инструментов для ручной обработки древесины
2637;2.20.79;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Рулетка
2638;2.20.80;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Лобзик учебный
2639;2.20.81;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Набор пил для лобзиков
2640;2.20.82;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Набор карандашей столярных
2641;2.20.83;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Пылесос для сбора стружки
2642;2.20.84;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Вытяжная система для лазерного станка, фильтрующая
2643;2.20.85;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Лобзик электрический ручной
2644;2.20.86;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Набор универсальных пилок для электролобзика
2645;2.20.87;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Утюг
2646;2.20.88;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Канцелярский нож
2647;2.20.89;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Набор измерительных инструментов
2648;2.20.90;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Прибор для выжигания по дереву
2649;2.20.91;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Ключ гаечный разводной
2650;2.20.92;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Ножовка по металлу
2651;2.20.93;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Ножовка по дереву с мелким зубом
2652;2.20.94;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Ножовка с обушком
2653;2.20.95;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Полотна по металлу
2654;2.20.96;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Набор ключей торцевых трубчатых (двухсторонние, вороток)
2655;2.20.97;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Чертилка
2656;2.20.98;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Набор молотков-гвоздодеров
2657;2.20.99;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Набор молотков слесарных
2658;2.20.100;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Киянка деревянная
2659;2.20.101;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Набор надфилей
2660;2.20.102;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Набор напильников
2661;2.20.103;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Ножницы по металлу
2662;2.20.104;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Набор отверток
2663;2.20.105;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Тиски слесарные поворотные
2664;2.20.106;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Плоскогубцы комбинированные
2665;2.20.107;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Циркуль разметочный
2666;2.20.108;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Набор линеек металлических
2667;2.20.109;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Клеевой пистолет
2668;2.20.110;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Лазерный дальномер
2669;2.20.111;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Набор фрез
2670;2.20.112;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Набор сверл
2671;2.20.113;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Долото
2672;2.20.114;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Набор брусков
2673;2.20.115;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Набор ключей гаечных
2674;2.20.116;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Набор линеек металлических
2675;2.20.117;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Зубило
2676;2.20.118;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Набор стамесок
2677;2.20.119;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Штангенглубиномер
2678;2.20.120;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Угольник столярный
2679;2.20.121;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Набор шаблонов радиусных
2680;2.20.122;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Основное;Фартук защитный
2681;2.20.123;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Дополнительное;Глубиномер микрометрический
2682;2.20.124;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Дополнительное;Плоскогубцы монтажные
2683;2.20.125;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Дополнительное;Дрель ручная
2684;2.20.126;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Дополнительное;Гвоздодер
2685;2.20.127;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Дополнительное;Молоток
2686;2.20.128;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Дополнительное;Клей поливинилацетат
2687;2.20.129;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Дополнительное;Лак мебельный
2688;2.22.130;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);22;Часть 2. Профильный медико-биологический класс;Дополнительное;Морилка
2689;2.20.131;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Дополнительное;Комплект рабочей одежды
2690;2.20.132;2;Комплекс оснащения предметных кабинетов (в соответствии с СП 2.4.3648-20 и СанПиН 1.2.3685-21);20;Кабинет труда (технологии);Дополнительное;Метр складной
