id;full_code;section_code;section_name;subsection_code;subsection_name;equipment_type;item_name
1378;1.1.1;1;Комплекс оснащения общешкольных помещений;1;Входная зона;Основное;Государственный флаг России на напольном флагштоке/мачте
1379;1.1.2;1;Комплекс оснащения общешкольных помещений;1;Входная зона;Основное;Большой герб Российской Федерации
1380;1.1.3;1;Комплекс оснащения общешкольных помещений;1;Входная зона;Основное;Флаг субъекта Российской Федерации на напольном флагштоке/мачте
1381;1.1.4;1;Комплекс оснащения общешкольных помещений;1;Входная зона;Основное;Стенд информационный
1382;1.1.5;1;Комплекс оснащения общешкольных помещений;1;Входная зона;Основное;Стойка ресепшн/охрана
1383;1.1.6;1;Комплекс оснащения общешкольных помещений;1;Входная зона;Основное;Кресло офисное
1384;1.1.7;1;Комплекс оснащения общешкольных помещений;1;Входная зона;Основное;Аптечка универсальная для оказания первой медицинской помощи
1385;1.1.8;1;Комплекс оснащения общешкольных помещений;1;Входная зона;Дополнительное;Малый герб Российской Федерации
1386;1.1.9;1;Комплекс оснащения общешкольных помещений;1;Входная зона;Дополнительное;Места для сидения, отдыха и ожидания во входной зоне (диван модульный, кресло модульное/пуф, банкетка)
1387;1.1.10;1;Комплекс оснащения общешкольных помещений;1;Входная зона;Дополнительное;Экобокс для раздельного сбора отходов
1388;1.1.11;1;Комплекс оснащения общешкольных помещений;1;Входная зона;Основное;Жидкокристаллическая панель с медиаплеером/интерактивная панель
1389;1.1.12;1;Комплекс оснащения общешкольных помещений;1;Входная зона;Дополнительное;Интерактивная стойка со встроенным планшетом для интерактивной навигации и визуализации информации
1390;1.1.13;1;Комплекс оснащения общешкольных помещений;1;Входная зона;Дополнительное;Стойка для зарядки мобильных устройств
1391;1.1.14;1;Комплекс оснащения общешкольных помещений;1;Входная зона;Дополнительное;Источник бесперебойного питания
1392;1.1.15;1;Комплекс оснащения общешкольных помещений;1;Входная зона;Дополнительное;Бесконтактный напольный диспенсер с функцией автоматической дезинфекции рук
1393;1.1.16;1;Комплекс оснащения общешкольных помещений;1;Входная зона;Основное;Видеокамера внутреннего наблюдения
1394;1.1.17;1;Комплекс оснащения общешкольных помещений;1;Входная зона;Основное;Охранная сигнализация
1395;1.1.18;1;Комплекс оснащения общешкольных помещений;1;Входная зона;Основное;Электронная проходная через турникет
1396;1.1.19;1;Комплекс оснащения общешкольных помещений;1;Входная зона;Основное;Преграждающие планки и стойки
1397;1.1.20;1;Комплекс оснащения общешкольных помещений;1;Входная зона;Основное;Арочный металлодетектор
1398;1.1.21;1;Комплекс оснащения общешкольных помещений;1;Входная зона;Основное;Автоматизированное рабочее место оператора системы охраны и видеонаблюдения, лицензионное программное обеспечение
1399;1.1.22;1;Комплекс оснащения общешкольных помещений;1;Входная зона;Основное;Система контроля и управления доступом (СКУД) (в случае отсутствия в проектной документации)
1400;1.1.23;1;Комплекс оснащения общешкольных помещений;1;Входная зона;Основное;Электронное табло (бегущая строка)
1401;1.1.24;1;Комплекс оснащения общешкольных помещений;1;Входная зона;Дополнительное;Пособия наглядной экспозиции по охране зданий и оповещения
1402;1.2.1;1;Комплекс оснащения общешкольных помещений;2;Гардероб;Основное;Секция вешалок/крючков для одежды
1403;1.2.2;1;Комплекс оснащения общешкольных помещений;2;Гардероб;Основное;Ячейки для хранения обуви
1404;1.2.3;1;Комплекс оснащения общешкольных помещений;2;Гардероб;Основное;Скамейка для переодевания
1405;1.2.4;1;Комплекс оснащения общешкольных помещений;2;Гардероб;Дополнительное;Зеркало большое травмобезопасное
1406;1.3.1;1;Комплекс оснащения общешкольных помещений;3;Библиотечно-информационный центр (с возможностью проведения онлайн-трансляций);Основное;Стол с ящиками для хранения/тумбой
1407;1.3.2;1;Комплекс оснащения общешкольных помещений;3;Библиотечно-информационный центр (с возможностью проведения онлайн-трансляций);Основное;Кресло офисное
1408;1.3.3;1;Комплекс оснащения общешкольных помещений;3;Библиотечно-информационный центр (с возможностью проведения онлайн-трансляций);Основное;Стеллажи библиотечные
1409;1.3.4;1;Комплекс оснащения общешкольных помещений;3;Библиотечно-информационный центр (с возможностью проведения онлайн-трансляций);Основное;Шкаф закрытый для хранения учебного оборудования
1410;1.3.5;1;Комплекс оснащения общешкольных помещений;3;Библиотечно-информационный центр (с возможностью проведения онлайн-трансляций);Основное;Шкаф для газет и журналов
1411;1.3.6;1;Комплекс оснащения общешкольных помещений;3;Библиотечно-информационный центр (с возможностью проведения онлайн-трансляций);Основное;Стол для выдачи пособий
1412;1.3.7;1;Комплекс оснащения общешкольных помещений;3;Библиотечно-информационный центр (с возможностью проведения онлайн-трансляций);Основное;Шкаф для читательских формуляров
1413;1.3.8;1;Комплекс оснащения общешкольных помещений;3;Библиотечно-информационный центр (с возможностью проведения онлайн-трансляций);Основное;Каталожный шкаф
1414;1.3.9;1;Комплекс оснащения общешкольных помещений;3;Библиотечно-информационный центр (с возможностью проведения онлайн-трансляций);Основное;Стол ученический, регулируемый по высоте/стол ученический, нерегулируемый по высоте в соответствии с ростовой группой
1415;1.3.10;1;Комплекс оснащения общешкольных помещений;3;Библиотечно-информационный центр (с возможностью проведения онлайн-трансляций);Основное;Стол ученический модульный, регулируемый по высоте
1416;1.3.11;1;Комплекс оснащения общешкольных помещений;3;Библиотечно-информационный центр (с возможностью проведения онлайн-трансляций);Основное;Стул ученический, регулируемый по высоте/стул ученический, нерегулируемый по высоте в соответствии с ростовой группой
1417;1.3.12;1;Комплекс оснащения общешкольных помещений;3;Библиотечно-информационный центр (с возможностью проведения онлайн-трансляций);Основное;Кресло для чтения
1418;1.3.13;1;Комплекс оснащения общешкольных помещений;3;Библиотечно-информационный центр (с возможностью проведения онлайн-трансляций);Основное;Сетевой фильтр
1419;1.3.14;1;Комплекс оснащения общешкольных помещений;3;Библиотечно-информационный центр (с возможностью проведения онлайн-трансляций);Основное;Электронная библиотека
1420;1.3.15;1;Комплекс оснащения общешкольных помещений;3;Библиотечно-информационный центр (с возможностью проведения онлайн-трансляций);Основное;Персональный компьютер с периферией (лицензионное программное обеспечение, образовательный контент, система защиты от вредоносной информации, автоматизированная информационно-библиотечная система (АИБС)
1421;1.3.16;1;Комплекс оснащения общешкольных помещений;3;Библиотечно-информационный центр (с возможностью проведения онлайн-трансляций);Основное;Многофункциональное устройство/принтер
1422;1.3.17;1;Комплекс оснащения общешкольных помещений;3;Библиотечно-информационный центр (с возможностью проведения онлайн-трансляций);Основное;Сканер штрих-кода
1423;1.3.18;1;Комплекс оснащения общешкольных помещений;3;Библиотечно-информационный центр (с возможностью проведения онлайн-трансляций);Основное;Принтер этикеток
1424;1.3.19;1;Комплекс оснащения общешкольных помещений;3;Библиотечно-информационный центр (с возможностью проведения онлайн-трансляций);Дополнительное;Стойка для зарядки мобильных устройств
1425;1.3.20;1;Комплекс оснащения общешкольных помещений;3;Библиотечно-информационный центр (с возможностью проведения онлайн-трансляций);Основное;Интерактивная доска (с потолочным проектором с ультракоротким фокусом с креплением в комплекте, программное обеспечение)/интерактивная панель (программное обеспечение в комплекте) с возможностью проведения онлайн-трансляций
1426;1.3.21;1;Комплекс оснащения общешкольных помещений;3;Библиотечно-информационный центр (с возможностью проведения онлайн-трансляций);Основное;Тележка-хранилище ноутбуков/планшетов с системой подзарядки в комплекте с ноутбуками/планшетами (лицензионное программное обеспечение, образовательный контент, система защиты от вредоносной информации)/компьютер ученика (лицензионное программное обеспечение, образовательный контент, система защиты от вредоносной информации)
1427;1.3.22;1;Комплекс оснащения общешкольных помещений;3;Библиотечно-информационный центр (с возможностью проведения онлайн-трансляций);Основное;Наушники для прослушивания аудио- и видеоматериалов
1428;1.3.23;1;Комплекс оснащения общешкольных помещений;3;Библиотечно-информационный центр (с возможностью проведения онлайн-трансляций);Дополнительное;Планшетный компьютер (лицензионное программное обеспечение, образовательный контент, система защиты от вредоносной информации) для коворкинга
1429;1.4.1;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Основное;Стул/кресло для актового зала
1430;1.4.2;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Основное;Трибуна
1431;1.4.3;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Основное;Стол в президиум
1432;1.4.4;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Основное;Стул в президиум
1433;1.4.5;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Основное;Системы хранения светового и акустического оборудования
1434;1.4.6;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Основное;Управляемая видеокамера
1435;1.4.7;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Основное;Система (устройство) для затемнения окон (в случае отсутствия в проектной документации)
1436;1.4.8;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Основное;Аптечка универсальная для оказания первой медицинской помощи
1437;1.4.9;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Дополнительное;Кондиционер (в случае отсутствия в проектной документации)
1438;1.4.10;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Основное;Экран большого размера
1439;1.4.11;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Основное;Проектор для актового зала с потолочным/настенно-потолочным креплением
1440;1.4.12;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Основное;Комплект переносного оборудования (переносной проектор с экраном на треноге, мобильная акустическая система, микрофон)
1441;1.4.13;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Основное;Одежда сцены
1442;1.4.14;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Дополнительное;Пианино акустическое/цифровое/синтезатор с табуретом/банкеткой для пианино
1443;1.4.15;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Дополнительное;Дистанционный пульт управления механическим оборудованием сцены
1444;1.4.16;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Дополнительное;Мультимедийная трибуна (интерактивная) трибуна для выступлений и презентаций
1445;1.4.17;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Дополнительное;Шкаф рэковый
1446;1.4.18;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Основное;Персональный компьютер с программным обеспечением для обработки звука
1447;1.4.19;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Основное;Графический эквалайзер с микшером
1448;1.4.20;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Основное;Звукоусиливающая аппаратура с комплектом акустических систем
1449;1.4.21;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Основное;Вокальный радиомикрофон
1450;1.4.22;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Дополнительное;Театральный линзовый прожектор
1451;1.4.23;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Дополнительное;Светильник ультрафиолетового света
1452;1.4.24;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Дополнительное;Светодиодный прожектор
1453;1.4.25;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Дополнительное;Поворотная голова
1454;1.4.26;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Дополнительное;Генератор дыма
1455;1.4.27;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Дополнительное;Зеркальный шар с электроприводом
1456;1.4.28;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Дополнительное;Пульт управления освещением
1457;1.4.29;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Дополнительное;Гримерный стол
1458;1.4.30;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Дополнительное;Табурет гримировального стола
1459;1.4.31;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Дополнительное;Диван для отдыха
1460;1.4.32;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Дополнительное;Стол для реквизита
1461;1.4.33;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Дополнительное;Мобильная стойка для театральных костюмов
1462;1.4.34;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Дополнительное;Зеркало травмобезопасное
1463;1.4.35;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Дополнительное;Полки для бутафории и реквизита
1464;1.4.36;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Дополнительное;Полки для хранения париков со стойками
1465;1.4.37;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Дополнительное;Шкаф для хранения костюмов
1466;1.4.38;1;Комплекс оснащения общешкольных помещений;4;Многофункциональный актовый зал;Дополнительное;Ширма театральная
1467;1.5.1;1;Комплекс оснащения общешкольных помещений;5;Столовая;Основное;Стол для столовой
1468;1.5.2;1;Комплекс оснащения общешкольных помещений;5;Столовая;Основное;Стул/табурет для столовой
1469;1.5.3;1;Комплекс оснащения общешкольных помещений;5;Столовая;Основное;Линия раздачи
1470;1.5.4;1;Комплекс оснащения общешкольных помещений;5;Столовая;Основное;Программно-аппаратный комплекс кассира (электронный терминал)
1471;1.5.5;1;Комплекс оснащения общешкольных помещений;5;Столовая;Основное;Комплект посуды и столовых приборов
1472;1.5.6;1;Комплекс оснащения общешкольных помещений;5;Столовая;Основное;Поднос
1473;1.5.7;1;Комплекс оснащения общешкольных помещений;5;Столовая;Основное;Облучатель бактерицидный
1474;1.5.8;1;Комплекс оснащения общешкольных помещений;5;Столовая;Основное;Аптечка универсальная для оказания первой медицинской помощи
1475;1.5.9;1;Комплекс оснащения общешкольных помещений;5;Столовая;Основное;Электросушилка для рук/держатель для бумажных полотенец/диспенсер бумажных полотенец
1476;1.5.10;1;Комплекс оснащения общешкольных помещений;5;Столовая;Основное;Диспенсер для мыла
1477;1.7.1;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Система хранения вещей обучающихся со скамьей в комплекте/система хранения и сушка вещей обучающихся со скамьей в комплекте
1478;1.7.2;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Табло электронное игровое (для волейбола, баскетбола, футбола, гандбола) с защитным экраном
1479;1.7.3;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Стеллаж для инвентаря
1480;1.7.4;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Стойки волейбольные с волейбольной сеткой
1481;1.7.5;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Ворота для мини-футбола/гандбола пристенные с креплением к стене (комплект из 2-х ворот с сетками)
1482;1.7.6;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Защитная сетка на окна
1483;1.7.7;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Кольцо баскетбольное
1484;1.7.8;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Сетка баскетбольная
1485;1.7.9;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Ферма для щита баскетбольного
1486;1.7.10;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Щит баскетбольный
1487;1.7.11;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Мяч баскетбольный
1488;1.7.12;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Мяч футбольный
1489;1.7.13;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Мяч волейбольный
1490;1.7.14;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Насос для накачивания мячей
1491;1.7.15;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Жилетка игровая
1492;1.7.16;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Щитки футбольные
1493;1.7.17;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Перчатки вратарские
1494;1.7.18;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Свисток
1495;1.7.19;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Секундомер
1496;1.7.20;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Система для перевозки и хранения мячей
1497;1.7.21;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Конус с втулкой, палкой и флажком
1498;1.7.22;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Дополнительное;Стеновые протекторы
1499;1.7.23;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Скамейка гимнастическая универсальная
1500;1.7.24;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Мат гимнастический прямой
1501;1.7.25;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Мост гимнастический подкидной
1502;1.7.26;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Бревно гимнастическое напольное постоянной высоты
1503;1.7.27;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Бревно гимнастическое тренировочное
1504;1.7.28;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Стенка гимнастическая
1505;1.7.29;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Перекладина гимнастическая пристенная/перекладина гимнастическая универсальная (турник)
1506;1.7.30;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Перекладина навесная универсальная
1507;1.7.31;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Брусья навесные для гимнастической стенки
1508;1.7.32;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Брусья гимнастические параллельные
1509;1.7.33;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Брусья гимнастические разновысокие
1510;1.7.34;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Кольца гимнастические
1511;1.7.35;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Козел гимнастический
1512;1.7.36;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Конь гимнастический (с ручками) маховый
1513;1.7.37;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Конь гимнастический прыжковый переменной высоты
1514;1.7.38;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Тумба прыжковая атлетическая
1515;1.7.39;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Доска навесная для гимнастической стенки
1516;1.7.40;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Тренажер навесной
1517;1.7.41;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Комплект для групповых занятий (с подвижным стеллажом)
1518;1.7.42;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Консоль пристенная для канатов и шестов
1519;1.7.43;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Канат для лазания
1520;1.7.44;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Скакалка
1521;1.7.45;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Мяч набивной (медбол)
1522;1.7.46;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Степ платформа
1523;1.7.47;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Снаряд для функционального тренинга
1524;1.7.48;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Дуги для подлезания
1525;1.7.49;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Коврик гимнастический
1526;1.7.50;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Стойки для прыжков в высоту
1527;1.7.51;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Планка для прыжков в высоту
1528;1.7.52;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Измеритель высоты установки планки для прыжков в высоту
1529;1.7.53;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Дорожка гимнастическая
1530;1.7.54;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Дорожка для прыжков в длину
1531;1.7.55;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Мяч для метания
1532;1.7.56;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Щит для метания в цель навесной
1533;1.7.57;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Барьер легкоатлетический регулируемый, юношеский
1534;1.7.58;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Палочка эстафетная
1535;1.7.59;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Комплект гантелей
1536;1.7.60;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Комплект гирь
1537;1.7.61;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Нагрудные номера
1538;1.7.62;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Набор для подвижных игр (в сумке)
1539;1.7.63;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Комплект для проведения спортивных мероприятий (в бауле)
1540;1.7.64;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Стол с ящиками для хранения/тумбой
1541;1.7.65;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Кресло офисное
1542;1.7.66;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Шкаф для одежды
1543;1.7.67;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Доска пробковая/доска магнитно-маркерная
1544;1.7.68;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Аптечка универсальная для оказания первой медицинской помощи
1545;1.7.69;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Персональный компьютер с периферией/ноутбук (лицензионное программное обеспечение, образовательный контент, система защиты от вредоносной информации)
1546;1.7.70;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Принтер
1547;1.7.71;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Тележка для перевозки матов
1548;1.7.72;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Мат гимнастический складной
1549;1.7.73;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Канат для перетягивания
1550;1.7.74;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Грабли для песка
1551;1.7.75;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Рулетка
1552;1.7.76;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Стеллаж для инвентаря
1553;1.7.77;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Шкаф-локер для инвентаря
1554;1.7.78;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Набор для игры в шахматы
1555;1.7.79;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Набор для игры в шашки
1556;1.7.80;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Основное;Шахматные часы
1557;1.7.81;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Дополнительное;Стеллаж для лыж
1558;1.7.82;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Дополнительное;Лыжный комплект
1559;1.7.83;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Дополнительное;Шкаф для сушки лыжных ботинок
1560;1.7.84;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Дополнительное;Флажки для разметки лыжной трассы
1561;1.7.85;1;Комплекс оснащения общешкольных помещений;7;Спортивный комплекс;Дополнительное;Нагрудные номера
